dataset,schema_id,num_productions,num_nonterminals,num_terminals,max_rhs_nt,nonlinear_productions,is_linear,has_recursion,has_array,has_nested_object,schema_size,error
train,train_3734,12,10,11,2,3,False,False,False,False,1303,
train,train_3735,5,4,3,1,0,True,False,True,False,868,
train,train_3736,16,16,13,2,5,False,False,False,True,664,
train,train_3737,89,64,52,2,30,False,False,True,False,3339,
train,train_3738,19,15,10,2,4,False,False,True,False,343,
train,train_3739,34,31,30,2,20,False,False,False,True,4034,
train,train_3740,14,14,12,2,2,False,False,False,True,654,
train,train_3741,2709,70,2658,2,24,False,False,True,True,71033,
train,train_3742,232,224,105,2,99,False,False,True,True,6323,
train,train_3743,120,120,64,2,58,False,False,False,False,15070,
train,train_3744,11,10,11,2,3,False,False,False,False,367,
train,train_3745,45,40,27,2,15,False,False,False,True,1560,
train,train_3746,4,4,5,1,0,True,False,False,False,317,
train,train_3747,102,70,63,2,33,False,False,True,False,3613,
train,train_3748,51,47,30,2,19,False,False,False,True,3235,
train,train_3749,12,12,11,2,4,False,False,False,False,559,
train,train_3750,60,50,24,2,17,False,False,True,True,4245,
train,train_3751,20,18,14,2,7,False,False,True,False,460,
train,train_3752,22,22,17,2,8,False,False,False,True,1438,
train,train_3753,39,29,20,2,10,False,False,False,False,1893,
train,train_3754,37,34,25,2,14,False,False,False,True,2276,
train,train_3755,16,16,13,2,5,False,False,False,True,650,
train,train_3756,27,25,17,2,10,False,True,True,False,887,
train,train_3757,16,14,12,2,5,False,False,True,False,615,
train,train_3758,10,10,9,2,2,False,False,False,True,590,
train,train_3759,17,16,14,2,5,False,False,False,True,1587,
train,train_3760,12,12,11,2,3,False,False,False,True,468,
train,train_3761,35,29,23,2,9,False,False,False,True,2899,
train,train_3762,7,6,9,2,1,False,False,False,False,248,
train,train_3763,71,56,39,2,24,False,False,True,True,2291,
train,train_3764,23,22,15,2,4,False,False,False,True,1141,
train,train_3765,223,169,82,2,73,False,True,False,False,6112,
train,train_3766,106,80,39,2,33,False,False,True,False,4162,
train,train_3767,28,23,14,2,4,False,False,False,False,1717,
train,train_3768,275,135,164,2,45,False,False,True,True,7839,
train,train_3769,14,12,11,2,4,False,False,True,False,486,
train,train_3770,89,68,41,2,27,False,False,True,True,9212,
train,train_3771,9,9,9,2,1,False,False,False,False,378,
train,train_3772,130,99,49,2,35,False,False,True,True,4245,
train,train_3773,4,4,5,1,0,True,False,False,False,373,
train,train_3774,5,4,2,1,0,True,False,False,False,251,
train,train_3775,45,42,37,2,22,False,False,False,False,1519,
train,train_3776,18,16,12,2,5,False,False,True,False,541,
train,train_3777,6,6,5,1,0,True,True,False,False,818,
train,train_3778,7,6,6,1,0,True,False,False,False,329,
train,train_3779,5,4,1,1,0,True,False,False,False,297,
train,train_3780,21,16,17,2,6,False,False,True,False,885,
train,train_3781,36,33,32,2,22,False,False,False,True,3993,
train,train_3782,18,16,15,2,5,False,False,False,True,1043,
train,train_3783,372,298,95,2,107,False,False,True,True,26610,
train,train_3784,12,12,11,2,3,False,False,False,True,474,
train,train_3785,16,16,12,2,6,False,False,False,False,841,
train,train_3786,14,14,10,2,3,False,False,False,True,548,
train,train_3787,10,10,10,2,3,False,False,False,False,485,
train,train_3788,2,2,2,1,0,True,False,False,False,1647,
train,train_3789,53,52,32,2,20,False,False,False,True,3324,
train,train_3790,16,14,14,2,5,False,False,False,False,716,
train,train_3791,84,68,39,2,28,False,False,True,True,1989,
train,train_3792,15,14,13,2,5,False,False,False,False,1381,
train,train_3793,12,10,10,2,3,False,False,True,False,850,
train,train_3794,37,17,31,2,4,False,True,True,False,1391,
train,train_3795,16,16,13,2,5,False,False,False,True,633,
train,train_3796,103,87,29,2,36,False,False,True,False,2990,
train,train_3797,16,14,16,2,5,False,False,False,False,1623,
train,train_3798,3,2,2,1,0,True,False,False,False,86,
train,train_3799,16,12,12,2,4,False,False,False,False,520,
train,train_3800,14,14,12,2,4,False,False,False,True,579,
train,train_3801,25,22,16,2,6,False,False,True,True,529,
train,train_3802,18,14,11,2,2,False,False,False,False,646,
train,train_3803,4,4,5,1,0,True,False,False,False,338,
train,train_3804,10,10,9,2,3,False,False,False,False,421,
train,train_3805,43,36,28,2,17,False,False,True,True,3575,
train,train_3806,14,14,10,2,4,False,False,False,True,552,
train,train_3807,12,8,13,2,2,False,False,False,False,354,
train,train_3808,18,18,14,2,6,False,False,False,True,747,
train,train_3809,370,229,193,2,112,False,False,True,True,19610,
train,train_3810,13,11,10,2,2,False,False,True,False,430,
train,train_3811,12,12,11,2,3,False,False,False,True,468,
train,train_3812,334,195,182,2,86,False,False,True,True,15289,
train,train_3813,12,12,10,2,2,False,False,False,True,435,
train,train_3814,12,12,11,2,3,False,False,False,True,467,
train,train_3815,12,10,12,2,2,False,False,False,True,558,
train,train_3816,11,10,11,2,3,False,False,False,False,548,
train,train_3817,24,22,16,2,7,False,False,True,True,739,
train,train_3818,2638,2033,298,2,758,False,False,True,True,59696,
train,train_3819,801,715,219,2,310,False,False,False,False,57677,
train,train_3820,16,14,12,2,4,False,False,True,True,452,
train,train_3821,24,22,21,2,9,False,False,False,False,2288,
train,train_3822,16,14,14,2,4,False,False,True,False,504,
train,train_3823,20,20,15,2,8,False,False,False,False,1750,
train,train_3824,4,4,5,1,0,True,False,False,False,140,
train,train_3825,96,72,54,2,30,False,False,False,True,2786,
train,train_3826,80,65,30,2,22,False,False,True,True,2798,
train,train_3827,16,14,14,2,5,False,False,False,False,550,
train,train_3828,22,20,15,2,8,False,False,True,True,1195,
train,train_3829,5,4,1,1,0,True,False,False,False,23155,
train,train_3830,46,39,22,2,10,False,False,False,False,4553,
train,train_3831,26,26,17,2,9,False,False,False,True,706,
train,train_3832,6,4,4,2,1,False,False,True,False,156,
train,train_3833,5,5,5,1,0,True,False,False,False,207,
train,train_3834,28,24,19,2,10,False,False,False,False,627,
train,train_3835,52,44,39,2,17,False,False,True,True,1511,
train,train_3836,16,16,13,2,5,False,False,False,True,633,
train,train_3837,16,14,13,2,4,False,False,True,True,455,
train,train_3838,31,28,24,2,12,False,False,True,False,2217,
train,train_3839,22,16,16,2,6,False,False,True,False,572,
train,train_3840,33,26,22,2,10,False,False,True,False,1624,
train,train_3841,22,21,19,2,6,False,False,True,False,28324,
train,train_3842,29,20,21,2,8,False,False,True,False,1653,
train,train_3843,10,10,8,2,1,False,False,False,True,492,
train,train_3844,81,66,25,2,20,False,False,True,True,1892,
train,train_3845,44,42,26,2,12,False,False,False,True,2903,
train,train_3846,10,10,11,2,3,False,False,False,False,336,
train,train_3847,57,50,31,2,20,False,False,False,True,4418,
train,train_3848,2,2,1,1,0,True,False,False,False,103,
train,train_3849,12,10,9,2,1,False,False,True,False,1942,
train,train_3850,20,20,15,2,8,False,False,False,False,1612,
train,train_3851,8,7,7,2,1,False,False,False,False,347,
train,train_3852,17,14,11,2,2,False,False,True,False,837,
train,train_3853,7,6,5,1,0,True,False,True,True,14618,
train,train_3854,14,14,11,2,4,False,False,False,True,902,
train,train_3855,638,55,599,2,11,False,False,False,False,12738,
train,train_3856,25,21,11,2,4,False,False,False,False,1168,
train,train_3857,4,4,5,1,0,True,False,False,False,6066,
train,train_3858,6,6,7,2,1,False,False,False,False,451,
train,train_3859,26,25,15,2,5,False,False,False,False,5219,
train,train_3860,22,21,19,2,6,False,False,True,False,66458,
train,train_3861,30,24,15,2,8,False,False,True,False,621,
train,train_3862,18,18,14,2,6,False,False,False,True,823,
train,train_3863,42,35,15,2,6,False,False,False,False,1243,
train,train_3864,50,34,32,2,13,False,False,True,False,977,
train,train_3865,11,10,11,2,3,False,False,False,False,677,
train,train_3866,42,20,37,2,5,False,False,True,True,952,
train,train_3867,12,10,8,2,1,False,False,False,False,465,
train,train_3868,70,66,38,2,30,False,False,True,True,1247,
train,train_3869,12,10,8,2,1,False,False,False,False,304,
train,train_3870,435,280,204,2,133,False,False,True,True,21381,
train,train_3871,3,3,2,1,0,True,False,False,False,10162,
train,train_3872,20,16,17,2,5,False,False,True,False,722,
train,train_3873,196,165,65,2,63,False,False,False,False,24207,
train,train_3874,6,6,8,2,1,False,False,False,False,263,
train,train_3875,14,14,12,2,4,False,False,False,True,619,
train,train_3876,132,46,110,2,21,False,False,False,True,2280,
train,train_3877,343,224,198,2,110,False,False,False,True,7676,
train,train_3878,67,64,37,2,25,False,False,False,True,3965,
train,train_3879,335,185,182,2,66,False,False,True,True,9699,
train,train_3880,18,16,13,2,4,False,False,True,True,942,
train,train_3881,46,43,20,2,6,False,False,False,True,2286,
train,train_3882,32,29,28,2,18,False,False,False,True,3676,
train,train_3883,21,19,15,2,7,False,True,True,False,610,
train,train_3884,21,18,17,2,7,False,False,True,False,425,
train,train_3885,32,28,25,2,12,False,False,False,False,2781,
train,train_3886,60,44,21,2,16,False,False,True,True,2127,
train,train_3887,14,14,12,2,4,False,False,False,True,570,
train,train_3888,20,18,14,2,5,False,False,True,True,920,
train,train_3889,8,8,10,2,2,False,False,False,False,674,
train,train_3890,33,28,17,2,10,False,False,True,False,1705,
train,train_3891,2,2,2,1,0,True,False,False,False,847,
train,train_3892,12,12,11,2,3,False,False,False,True,478,
train,train_3893,114,98,43,2,39,False,False,True,True,1803,
train,train_3894,16,12,12,2,4,False,False,False,False,442,
train,train_3895,5,4,6,1,0,True,False,False,False,242,
train,train_3896,242,202,76,2,87,False,False,True,True,11474,
train,train_3897,7,6,5,1,0,True,False,False,False,602,
train,train_3898,5,5,5,1,0,True,False,False,False,294,
train,train_3899,16,14,13,2,4,False,False,True,False,345,
train,train_3900,16,14,12,2,5,False,False,True,False,399,
train,train_3901,12,12,10,2,4,False,False,False,True,1696,
train,train_3902,4,4,5,1,0,True,False,False,False,325,
train,train_3903,21,21,15,2,6,False,False,False,True,835,
train,train_3904,68,58,25,2,22,False,False,True,True,1318,
train,train_3905,8,8,9,2,2,False,False,False,False,208,
train,train_3906,10,8,9,2,2,False,False,True,False,366,
train,train_3907,19,16,16,2,6,False,False,True,True,359,
train,train_3908,8,6,10,2,1,False,False,False,False,637,
train,train_3909,14,12,12,2,4,False,False,True,False,489,
train,train_3910,9,8,11,2,2,False,False,False,False,318,
train,train_3911,16,14,12,2,5,False,False,True,False,500,
train,train_3912,44,38,27,2,17,False,False,True,True,1109,
train,train_3913,2,2,1,1,0,True,False,False,False,46,
train,train_3914,32,24,15,2,10,False,False,True,False,527,
train,train_3915,11,8,10,2,1,False,False,False,True,722,
train,train_3916,7,7,5,1,0,True,False,False,False,601,
train,train_3917,36,34,18,2,8,False,False,True,True,1892,
train,train_3918,118,110,50,2,40,False,False,True,True,3063,
train,train_3919,227,144,148,2,70,False,False,False,False,4231,
train,train_3920,15,14,11,2,4,False,False,False,False,517,
train,train_3921,14,12,11,2,4,False,False,True,False,456,
train,train_3922,7,6,7,1,0,True,False,True,False,2566,
train,train_3923,22,21,19,2,6,False,False,True,False,22890,
train,train_3924,26,23,14,2,5,False,False,False,False,2060,
train,train_3925,377,235,200,2,109,False,False,True,True,19854,
train,train_3926,50,39,26,2,17,False,False,True,True,2993,
train,train_3927,22,18,10,2,3,False,False,False,False,700,
train,train_3928,626,533,203,2,225,False,False,True,True,16211,
train,train_3929,63,58,30,2,23,False,False,True,True,1249,
train,train_3930,26,18,11,2,7,False,False,True,False,351,
train,train_3931,16,12,12,2,4,False,False,False,False,508,
train,train_3932,12,10,9,2,1,False,False,True,False,2571,
train,train_3933,50,48,29,2,18,False,False,True,True,3245,
train,train_3934,15,14,12,2,4,False,False,False,False,1144,
train,train_3935,5,4,6,1,0,True,False,False,False,289,
train,train_3936,20,14,18,2,5,False,False,False,False,442,
train,train_3937,16,16,13,2,6,False,False,False,False,647,
train,train_3938,18,16,14,2,5,False,False,True,False,834,
train,train_3939,87,82,41,2,29,False,False,True,True,3029,
train,train_3940,28,22,17,2,9,False,False,True,False,597,
train,train_3941,75,57,18,2,13,False,True,False,False,2578,
train,train_3942,218,176,35,2,66,False,False,True,True,3440,
train,train_3943,16,16,13,2,5,False,False,False,True,567,
train,train_3944,62,49,24,2,11,False,False,True,False,2732,
train,train_3945,22,22,16,2,6,False,False,False,True,961,
train,train_3946,2,2,2,1,0,True,False,False,False,1280,
train,train_3947,86,66,34,2,18,False,False,False,False,2057,
train,train_3948,180,160,35,2,60,False,False,True,True,3076,
train,train_3949,20,16,12,2,6,False,False,True,False,498,
train,train_3950,191,149,41,2,43,False,False,True,True,3683,
train,train_3951,26,22,16,2,8,False,False,True,True,435,
train,train_3952,6,6,7,2,1,False,False,False,True,347,
train,train_3953,16,14,13,2,4,False,False,True,False,509,
train,train_3954,4,4,5,1,0,True,False,False,False,237,
train,train_3955,45,34,24,2,10,False,False,True,False,1318,
train,train_3956,207,169,62,2,53,False,False,False,True,12489,
train,train_3957,12,10,10,2,3,False,False,True,True,333,
train,train_3958,57,42,33,2,13,False,False,False,True,2805,
train,train_3959,12,12,11,2,3,False,False,False,True,489,
train,train_3960,109,104,59,2,48,False,False,True,True,1976,
train,train_3961,388,248,203,2,110,False,False,True,True,16626,
train,train_3962,7,5,6,2,1,False,False,False,False,192,
train,train_3963,297,158,213,2,77,False,False,False,True,5389,
train,train_3964,16,14,12,2,4,False,False,True,True,526,
train,train_3965,34,31,30,2,20,False,False,False,True,3780,
train,train_3966,7,6,7,1,0,True,False,True,False,2490,
train,train_3967,18,18,14,2,7,False,False,False,False,1316,
train,train_3968,25,20,20,2,8,False,False,True,False,1635,
train,train_3969,96,83,41,2,33,False,False,True,False,28385,
train,train_3970,136,80,90,2,38,False,False,False,True,2144,
train,train_3971,185,164,83,2,71,False,False,True,True,5743,
train,train_3972,16,14,14,2,4,False,False,True,False,497,
train,train_3973,18,16,15,2,6,False,False,False,False,1003,
train,train_3974,16,14,14,2,4,False,False,True,False,512,
train,train_3975,8,8,7,2,1,False,False,False,False,580,
train,train_3976,2,2,2,1,0,True,False,False,False,1140,
train,train_3977,12,12,10,2,3,False,False,False,True,476,
train,train_3978,22,20,19,2,4,False,False,False,True,584,
train,train_3979,108,86,54,2,41,False,False,False,False,2443,
train,train_3980,14,12,11,2,2,False,False,True,True,611,
train,train_3981,16,16,13,2,5,False,False,False,True,582,
train,train_3982,19,16,16,2,5,False,False,True,False,900,
train,train_3983,14,12,11,2,2,False,False,False,False,340,
train,train_3984,10,10,7,2,1,False,True,False,False,880,
train,train_3985,18,18,14,2,7,False,False,False,False,947,
train,train_3986,12,12,12,2,4,False,False,False,False,623,
train,train_3987,41,34,22,2,13,False,False,True,True,868,
train,train_3988,14,12,13,2,4,False,False,True,False,461,
train,train_3989,36,29,17,2,8,False,False,False,False,3417,
train,train_3990,14,12,13,2,4,False,False,False,False,486,
train,train_3991,6,6,6,1,0,True,False,False,True,238,
train,train_3992,10,10,10,2,3,False,False,False,False,1060,
train,train_3993,7,6,1,1,0,True,True,False,False,3728,
train,train_3994,92,75,36,2,30,False,False,True,True,3139,
train,train_3995,25,20,15,2,6,False,False,True,True,478,
train,train_3996,22,19,13,2,4,False,False,False,False,885,
train,train_3997,10,10,9,2,3,False,False,False,False,455,
train,train_3998,14,14,9,2,3,False,False,False,True,616,
train,train_3999,8,6,8,2,1,False,False,True,False,282,
train,train_4000,23,22,18,2,7,False,False,False,True,1690,
train,train_4001,31,31,18,2,9,False,False,False,False,2247,
train,train_4002,624,465,119,2,134,False,False,True,False,46306,
train,train_4003,22,21,19,2,6,False,False,True,False,159360,
train,train_4004,28,22,15,2,9,False,False,True,False,505,
train,train_4005,3,3,1,1,0,True,False,False,False,11843,
train,train_4006,99,71,24,2,25,False,False,True,False,1704,
train,train_4007,13,12,11,2,3,False,False,False,False,577,
train,train_4008,41,35,17,2,5,False,False,True,False,2271,
train,train_4009,67,59,28,2,23,False,False,True,True,1626,
train,train_4010,73,56,20,2,19,False,False,True,False,1106,
train,train_4011,26,22,19,2,5,False,False,True,True,816,
train,train_4012,11,9,8,2,1,False,False,False,True,701,
train,train_4013,74,55,34,2,23,False,False,False,True,5385,
train,train_4014,162,119,44,2,47,False,False,True,True,10573,
train,train_4015,5,4,3,1,0,True,False,False,False,454,
train,train_4016,12,12,11,2,3,False,False,False,True,462,
train,train_4017,33,27,17,2,5,False,False,True,False,1993,
train,train_4018,10,10,9,2,3,False,False,False,False,422,
train,train_4019,64,53,38,2,18,False,False,False,False,2921,
train,train_4020,12,12,11,2,3,False,False,False,True,481,
train,train_4021,14,14,12,2,4,False,False,False,True,534,
train,train_4022,16,16,13,2,5,False,False,False,True,708,
train,train_4023,32,29,17,2,6,False,False,False,False,2833,
train,train_4024,2,2,2,1,0,True,False,False,False,660,
train,train_4025,26,26,18,2,7,False,False,False,True,769,
train,train_4026,23,18,15,2,6,False,False,True,False,1171,
train,train_4027,8,8,8,2,2,False,False,False,False,946,
train,train_4028,7,6,9,2,1,False,False,False,False,453,
train,train_4029,16,14,14,2,4,False,False,True,False,534,
train,train_4030,16,14,12,2,4,False,False,True,False,815,
train,train_4031,10,10,9,2,3,False,False,False,False,322,
train,train_4032,36,29,15,2,9,False,False,True,False,988,
train,train_4033,120,90,58,2,38,False,False,False,True,2231,
train,train_4034,14,14,12,2,4,False,False,False,True,567,
train,train_4035,13,12,12,2,4,False,False,False,False,1330,
train,train_4036,26,22,5,1,0,True,True,False,False,1420,
train,train_4037,256,2,255,1,0,True,False,False,False,1779,
train,train_4038,1287,1095,298,2,424,False,False,False,False,154007,
train,train_4039,20,14,19,2,5,False,False,True,False,755,
train,train_4040,8,8,8,2,2,False,False,False,False,391,
train,train_4041,65,53,30,2,19,False,False,True,False,3500,
train,train_4042,87,62,52,2,29,False,False,True,False,4528,
train,train_4043,22,18,20,2,5,False,False,False,True,622,
train,train_4044,457,310,132,2,145,False,False,True,True,6434,
train,train_4045,13,12,10,2,2,False,False,True,False,816,
train,train_4046,6,6,7,2,1,False,False,False,False,301,
train,train_4047,12,10,8,2,1,False,False,False,False,355,
train,train_4048,16,16,11,2,4,False,False,False,False,796,
train,train_4049,12,8,11,2,2,False,False,False,False,443,
train,train_4050,92,92,28,2,37,False,False,False,True,15937,
train,train_4051,292,158,160,2,63,False,False,True,True,11018,
train,train_4052,15,12,14,2,3,False,False,True,False,752,
train,train_4053,41,34,18,2,10,False,False,True,True,784,
train,train_4054,74,62,21,2,19,False,False,True,True,2467,
train,train_4055,1334,1132,304,2,440,False,False,False,False,157773,
train,train_4056,48,38,30,2,17,False,False,False,False,1677,
train,train_4057,16,16,13,2,5,False,False,False,True,676,
train,train_4058,20,13,18,2,3,False,False,False,False,442,
train,train_4059,229,172,87,2,74,False,True,False,False,6264,
train,train_4060,13,13,10,2,4,False,False,False,False,741,
train,train_4061,33,26,14,2,5,False,False,False,False,1318,
train,train_4062,232,194,73,2,60,False,False,True,False,32460,
train,train_4063,30,15,23,2,2,False,False,False,True,1307,
train,train_4064,25,20,14,2,6,False,False,True,False,655,
train,train_4065,384,315,88,2,97,False,True,False,False,15063,
train,train_4066,47,40,26,2,15,False,False,False,True,2973,
train,train_4067,86,78,32,2,23,False,False,True,False,2469,
train,train_4068,606,453,115,2,129,False,False,True,False,43549,
train,train_4069,257,246,131,2,121,False,False,False,False,4983,
train,train_4070,7,6,7,1,0,True,False,True,False,4240,
train,train_4071,12,10,10,2,1,False,False,True,False,866,
train,train_4072,6,6,8,2,1,False,False,False,False,190,
train,train_4073,20,20,17,2,7,False,False,True,True,589,
train,train_4074,8,8,8,2,1,False,False,False,True,401,
train,train_4075,16,16,13,2,5,False,False,False,True,663,
train,train_4076,23,22,17,2,8,False,False,False,True,583,
train,train_4077,18,16,15,2,5,False,False,True,True,559,
train,train_4078,16,16,13,2,5,False,False,False,True,606,
train,train_4079,28,18,20,2,5,False,False,True,False,1338,
train,train_4080,14,12,12,2,3,False,False,True,True,531,
train,train_4081,43,35,20,2,11,False,False,True,True,1433,
train,train_4082,16,14,14,2,4,False,False,True,False,491,
train,train_4083,13,11,9,2,1,False,False,False,False,766,
train,train_4084,517,425,109,2,142,False,True,False,False,54840,
train,train_4085,96,72,53,2,31,False,False,True,True,3417,
train,train_4086,12,10,8,2,1,False,False,False,False,548,
train,train_4087,14,14,12,2,4,False,False,False,True,519,
train,train_4088,471,295,237,2,140,False,False,True,True,22998,
train,train_4089,73,68,38,2,19,False,False,False,True,5322,
train,train_4090,35,27,19,2,10,False,False,True,True,829,
train,train_4091,34,30,22,2,13,False,False,True,False,652,
train,train_4092,10,10,9,2,3,False,False,False,False,400,
train,train_4093,105,30,97,2,13,False,False,False,True,1628,
train,train_4094,92,68,24,2,27,False,False,True,True,1965,
train,train_4095,124,83,37,2,31,False,False,True,True,3377,
train,train_4096,12,10,11,2,2,False,False,True,False,368,
train,train_4097,16,14,14,2,4,False,False,True,False,518,
train,train_4098,16,14,14,2,4,False,False,True,False,475,
train,train_4099,259,205,135,2,101,False,False,True,True,17306,
train,train_4100,34,30,21,2,10,False,False,True,True,670,
train,train_4101,14,12,13,2,3,False,False,False,True,520,
train,train_4102,46,40,23,2,13,False,False,True,True,956,
train,train_4103,21,20,17,2,8,False,False,False,False,412,
train,train_4104,16,14,14,2,4,False,False,True,False,569,
train,train_4105,24,20,12,2,5,False,False,False,False,1312,
train,train_4106,11,8,1,1,0,True,False,True,False,2090,
train,train_4107,17,12,14,2,3,False,False,True,True,9750,
train,train_4108,5,4,1,1,0,True,False,False,False,796,
train,train_4109,33,32,22,2,12,False,False,False,True,1011,
train,train_4110,23,21,14,2,5,False,False,False,False,2784,
train,train_4111,4,4,4,1,0,True,False,False,True,3783,
train,train_4112,382,281,95,2,114,False,False,True,True,8354,
train,train_4113,16,16,12,2,6,False,False,False,False,472,
train,train_4114,12,12,10,2,3,False,False,False,False,405,
train,train_4115,12,10,11,2,2,False,False,True,False,774,
train,train_4116,14,12,11,2,3,False,False,True,True,481,
train,train_4117,35,32,22,2,11,False,False,True,True,1767,
train,train_4118,6,6,8,2,1,False,False,False,False,214,
train,train_4119,18,12,16,2,4,False,False,False,False,860,
train,train_4120,6,6,7,2,1,False,False,False,False,388,
train,train_4121,16,14,12,2,4,False,False,True,True,578,
train,train_4122,12,10,8,2,1,False,False,False,False,224,
train,train_4123,18,15,10,2,2,False,False,False,False,788,
train,train_4124,27,24,18,2,8,False,False,True,True,1568,
train,train_4125,46,37,19,2,9,False,False,False,True,2379,
train,train_4126,12,12,11,2,3,False,False,False,True,477,
train,train_4127,14,12,12,2,3,False,False,True,False,484,
train,train_4128,12,12,11,2,3,False,False,False,True,488,
train,train_4129,15,12,15,2,4,False,False,True,False,702,
train,train_4130,751,460,239,2,176,False,False,True,True,19875,
train,train_4131,14,12,12,2,3,False,False,True,False,426,
train,train_4132,17,13,13,2,2,False,False,False,False,259,
train,train_4133,23,18,15,2,3,False,False,True,False,2757,
train,train_4134,10,10,9,2,3,False,False,False,False,439,
train,train_4135,14,14,9,2,3,False,False,False,True,570,
train,train_4136,89,82,42,2,35,False,False,True,True,2686,
train,train_4137,6,5,1,1,0,True,False,True,False,2134,
train,train_4138,39,27,29,2,10,False,False,True,False,1222,
train,train_4139,246,111,155,2,35,False,False,True,True,6715,
train,train_4140,4,4,4,1,0,True,False,False,True,215,
train,train_4141,14,14,12,2,4,False,False,False,True,596,
train,train_4142,18,18,13,2,7,False,False,False,False,919,
train,train_4143,19,16,14,2,5,False,False,True,False,577,
train,train_4144,16,14,14,2,4,False,False,True,False,564,
train,train_4145,12,10,10,2,3,False,False,True,False,251,
train,train_4146,620,505,149,2,172,False,True,False,False,70424,
train,train_4147,50,48,27,2,17,False,False,True,True,1689,
train,train_4148,65,56,31,2,15,False,False,True,True,2032,
train,train_4149,7,5,1,1,0,True,False,True,True,943,
train,train_4150,105,72,56,2,28,False,False,True,True,2651,
train,train_4151,16,13,10,2,1,False,True,True,False,1934,
train,train_4152,15,12,10,2,2,False,False,True,False,496,
train,train_4153,28,26,19,2,11,False,False,False,True,1028,
train,train_4154,7,6,9,2,1,False,False,False,False,199,
train,train_4155,462,392,71,2,171,False,False,True,True,18101,
train,train_4156,10,6,12,2,1,False,False,False,False,706,
train,train_4157,58,50,27,2,13,False,False,True,False,5947,
train,train_4158,12,12,11,2,3,False,False,False,True,525,
train,train_4159,6,6,7,2,1,False,False,False,False,605,
train,train_4160,60,47,23,2,10,False,False,True,False,2643,
train,train_4161,39,36,26,2,15,False,False,False,True,2491,
train,train_4162,20,16,14,2,6,False,False,False,False,1412,
train,train_4163,26,22,15,2,5,False,False,True,False,2993,
train,train_4164,18,14,11,2,5,False,False,True,False,414,
train,train_4165,56,40,23,2,13,False,False,True,True,1364,
train,train_4166,16,16,13,2,5,False,False,False,True,626,
train,train_4167,61,48,25,2,11,False,False,True,True,3093,
train,train_4168,13,12,13,2,4,False,False,False,False,793,
train,train_4169,4,4,5,1,0,True,False,False,False,275,
train,train_4170,12,10,10,2,1,False,False,True,False,641,
train,train_4171,6,4,4,2,1,False,False,True,False,1156,
train,train_4172,22,21,19,2,6,False,False,True,False,21530,
train,train_4173,22,19,16,2,7,False,False,True,False,1363,
train,train_4174,95,76,54,2,28,False,False,True,True,2267,
train,train_4175,30,30,21,2,13,False,False,True,False,1980,
train,train_4176,34,32,21,2,11,False,False,False,True,600,
train,train_4177,15,10,16,2,3,False,False,False,False,411,
train,train_4178,38,32,24,2,13,False,False,True,False,2026,
train,train_4179,50,47,27,2,16,False,False,False,True,2079,
train,train_4180,15,13,10,2,3,False,False,False,True,622,
train,train_4181,48,31,28,2,12,False,False,True,False,1590,
train,train_4182,32,28,21,2,9,False,False,False,True,1646,
train,train_4183,12,10,7,1,0,True,False,False,False,485,
train,train_4184,68,62,31,2,24,False,False,True,True,1293,
train,train_4185,444,287,213,2,143,False,False,True,True,22326,
train,train_4186,14,14,12,2,5,False,False,False,False,658,
train,train_4187,12,12,10,2,4,False,False,False,False,1123,
train,train_4188,6,6,6,1,0,True,False,False,True,529,
train,train_4189,22,21,19,2,6,False,False,True,False,20583,
train,train_4190,160,126,45,2,50,False,False,True,False,3289,
train,train_4191,76,30,68,2,13,False,False,False,False,1277,
train,train_4192,12,12,11,2,3,False,False,False,True,473,
train,train_4193,440,271,156,2,106,False,True,False,False,13214,
train,train_4194,5,4,1,1,0,True,False,False,False,1843,
train,train_4195,2,2,1,1,0,True,False,False,False,33,
train,train_4196,22,21,19,2,6,False,False,True,False,20229,
train,train_4197,4,4,5,1,0,True,False,False,False,3819,
train,train_4198,4,4,5,1,0,True,False,False,False,217,
train,train_4199,44,18,42,2,7,False,False,False,False,799,
train,train_4200,28,26,15,2,6,False,True,False,False,3291,
train,train_4201,42,42,25,2,19,False,False,False,False,3415,
train,train_4202,39,28,20,2,11,False,False,False,True,772,
train,train_4203,801,715,219,2,310,False,False,True,False,57951,
train,train_4204,21,20,14,2,6,False,False,False,True,569,
train,train_4205,9,7,8,2,1,False,False,True,False,376,
train,train_4206,6,6,8,2,1,False,False,False,False,165,
train,train_4207,12,12,10,2,4,False,False,False,False,521,
train,train_4208,85,74,37,2,24,False,False,True,True,2989,
train,train_4209,55,53,31,2,22,False,False,True,False,1417,
train,train_4210,35,22,30,2,9,False,False,False,False,2317,
train,train_4211,13,10,10,2,1,False,False,False,False,763,
train,train_4212,14,14,9,2,3,False,False,False,True,601,
train,train_4213,133,111,47,2,41,False,False,True,False,19775,
train,train_4214,34,26,25,2,7,False,False,False,True,890,
train,train_4215,18,12,17,2,3,False,False,True,False,457,
train,train_4216,676,549,161,2,198,False,True,False,False,77957,
train,train_4217,33,32,25,2,10,False,False,False,True,1073,
train,train_4218,68,60,32,2,24,False,False,True,False,3535,
train,train_4219,11,6,13,2,1,False,False,False,False,406,
train,train_4220,33,28,17,2,8,False,False,True,True,558,
train,train_4221,86,66,32,2,24,False,False,True,True,2066,
